Triaged,Archive,Address,Current URL / Directory,Title,Description,New URL (update only if changed),Redirect ONLY URL
,,https://developers.chrome.com/en/docs/webstore/program-policies/trader-disclosure/,/en/docs/webstore/program-policies/trader-disclosure/,Trader/Non-Trader developer identification,Developer’s requirement to disclose their trader/non-trader status.,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/two-step-verification/,/en/docs/webstore/program-policies/two-step-verification/,2-Step Verification,,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/unexpected-behavior/,/en/docs/webstore/program-policies/unexpected-behavior/,Misleading or Unexpected Behavior,,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/user-data-faq/,/en/docs/webstore/program-policies/user-data-faq/,Updated Privacy Policy & Secure Handling Requirements,Frequently asked questions about Chrome Web Store's user data policy.,,
,,https://developers.chrome.com/en/docs/webstore/publish/,/en/docs/webstore/publish/,Publish in the Chrome Web Store,How to publish a new extension or theme to the Chrome Web Store.,,
,,https://developers.chrome.com/en/docs/webstore/rating/,/en/docs/webstore/rating/,Content Ratings Guidelines,Guidelines about how the Chrome Web Store rates the maturity of content.,,
,,https://developers.chrome.com/en/docs/webstore/register/,/en/docs/webstore/register/,Register your developer account,How to register as a Chrome Web Store developer.,,
,,https://developers.chrome.com/en/docs/webstore/review-process/,/en/docs/webstore/review-process/,Chrome Web Store review process,An overview of the review process and how enforcement actions result from detected policy violations.,,
,,https://developers.chrome.com/en/docs/webstore/set-up-account/,/en/docs/webstore/set-up-account/,Set up your developer account,How to set up your Chrome Web Store developer account.,,
,,https://developers.chrome.com/en/docs/webstore/support-users/,/en/docs/webstore/support-users/,Manage user feedback,Follow-up on reviews and provide user support in the Chrome Web Store.,,
,,https://developers.chrome.com/en/docs/webstore/troubleshooting/,/en/docs/webstore/troubleshooting/,Troubleshooting Chrome Web Store violations,Guidelines for understanding why an item was rejected or removed from the Chrome Web Store and how to fix the problem.,,
,,https://developers.chrome.com/en/docs/webstore/update/,/en/docs/webstore/update/,Update your Chrome Web Store item,"How to update an extension or theme (""item"") that you previously published on the Chrome Web Store.",,
,,https://developers.chrome.com/en/docs/webstore/using_webstore_api/,/en/docs/webstore/using_webstore_api/,Use the Chrome Web Store Publish API,"How to programmatically create, update, and publish items in the Chrome Web Store.",/docs/webstore/using-api/,
,,https://developers.chrome.com/en/docs/webstore/webstore_api/items/get/,/en/docs/webstore/webstore_api/items/get/,Items:Get,,/docs/webstore/api/items/get/,
,,https://developers.chrome.com/en/docs/webstore/webstore_api/items/insert/,/en/docs/webstore/webstore_api/items/insert/,Items:Insert,,/docs/webstore/api/items/insert/,
,,https://developers.chrome.com/en/docs/webstore/webstore_api/items/publish/,/en/docs/webstore/webstore_api/items/publish/,Items:Publish,,/docs/webstore/api/items/publish/,
,,https://developers.chrome.com/en/docs/webstore/webstore_api/items/update/,/en/docs/webstore/webstore_api/items/update/,Items:Update,,/docs/webstore/api/items/update/,
,,https://developers.chrome.com/en/docs/webstore/faq/,/en/docs/webstore/faq/,,,,/en/docs/webstore/
